,BTC-USD,GC=F,USDBRL=X
2015-09-30,237.050003,,3.9457
2015-10-01,236.710007,,3.9988
2015-10-02,238.580002,,
2015-10-03,238.330002,,
2015-10-04,240.149994,,3.9275
2015-10-05,246.139999,,3.9099
2015-10-06,242.979996,,3.849
2015-10-07,242.580002,,3.8803
2015-10-08,244.039993,,3.7819
2015-10-09,245.350006,,
2015-10-10,247.649994,,
2015-10-11,245.350006,,3.7591
2015-10-12,248.779999,,3.7605
2015-10-13,252.330002,,3.8888
2015-10-14,254.440002,,3.8071
2015-10-15,262.869995,,3.7925
2015-10-16,269.579987,,
2015-10-17,261.670013,,
2015-10-18,263.820007,,3.9207
2015-10-19,269.75,,3.8878
2015-10-20,267.109985,,3.9023
2015-10-21,274.420013,,3.9367
2015-10-22,276.920013,,3.9023
2015-10-23,282.559998,,
2015-10-24,287.859985,,
2015-10-26,285.149994,,3.8756
2015-10-27,294.660004,,3.9039
2015-10-28,303.540009,,3.8834
2015-10-29,313.630005,,3.8972
2015-10-30,327.119995,,3.8447
2015-10-31,311.23999,,
2015-11-01,322.950012,,
2015-11-02,359.279999,,3.8514
2015-11-03,396.48999,,3.8702
2015-11-04,400.890015,,3.7671
2015-11-05,382.700012,,3.7956
2015-11-06,369.809998,,3.7801
2015-11-07,385.089996,,
2015-11-08,371.559998,,
2015-11-09,380.220001,,3.7663
2015-11-10,336.690002,,3.7991
2015-11-11,304.709991,,3.7454
2015-11-12,333.850006,,3.7629
2015-11-13,333.769989,,3.7669
2015-11-14,331.769989,,
2015-11-15,317.450012,,
2015-11-16,330.209991,,3.8406
2015-11-17,333.910004,,3.8256
2015-11-18,335.920013,,3.8083
2015-11-19,324.980011,,3.7671
2015-11-20,321.119995,,3.7612
2015-11-21,324.700012,,
2015-11-22,322.779999,,
2015-11-23,322.119995,,3.6996
2015-11-24,318.350006,,3.7289
2015-11-25,327.519989,,3.6962
2015-11-26,353.73999,,3.7394
2015-11-27,359.519989,,3.7384
2015-11-28,355.829987,,
2015-11-29,370.839996,,
2015-11-30,377.970001,,3.8414
2015-12-01,361.799988,,3.8666
2015-12-02,359.980011,,3.8506
2015-12-03,360.309998,,3.8323
2015-12-04,361.670013,,3.7559
2015-12-05,386.690002,,
2015-12-06,393.380005,,
2015-12-07,394.279999,,3.751
2015-12-08,410.670013,,3.7595
2015-12-09,416.0,,3.8145
2015-12-10,415.48999,,3.7427
2015-12-11,449.829987,,3.8078
2015-12-12,432.290009,,
2015-12-13,434.690002,,
2015-12-14,442.0,,3.8127
2015-12-15,462.649994,,3.8844
2015-12-16,453.980011,,3.9059
2015-12-17,455.529999,,3.8929
2015-12-18,463.179993,,3.8763
2015-12-19,461.200012,,
2015-12-20,441.779999,,
2015-12-21,437.589996,,3.9784
2015-12-22,437.029999,,4.0114
2015-12-23,442.429993,,3.9852
2015-12-24,452.980011,,3.941
2015-12-25,454.049988,,3.913
2015-12-26,415.369995,,
2015-12-27,422.390015,,
2015-12-28,421.76001,,3.9082
2015-12-29,431.920013,,3.8551
2015-12-30,427.149994,,3.8641
2015-12-31,429.950012,,3.9567
2016-01-01,433.98999,,3.95
2016-01-02,433.720001,,
2016-01-03,430.700012,,
2016-01-04,433.320007,,3.9491
2016-01-05,431.200012,,4.0373
2016-01-06,430.820007,,4.0269
2016-01-07,457.049988,,4.0199
2016-01-08,452.869995,,4.0415
2016-01-09,448.309998,,
2016-01-10,446.190002,,
2016-01-11,447.720001,,3.9932
2016-01-12,445.040009,,4.0504
2016-01-13,432.179993,,4.0252
2016-01-14,429.130005,,4.0141
2016-01-15,372.26001,,4.0059
2016-01-16,385.040009,,
2016-01-17,382.470001,,
2016-01-18,384.399994,,4.0043
2016-01-19,379.459991,,4.0523
2016-01-23,388.609985,,
2016-01-30,377.76001,,
2016-02-06,376.679993,,
2016-02-13,390.100006,,
2016-02-20,440.059998,,
2016-02-27,431.299988,,
2016-03-05,399.0,,
2016-03-12,410.359985,,
2016-03-19,408.690002,,
2016-03-25,415.709991,,3.6772
2016-03-26,416.51001,,
2016-04-02,419.059998,,
2016-04-09,420.25,,
2016-04-16,426.26001,,
2016-04-23,457.559998,,
2016-04-30,452.23999,,
2016-05-07,457.869995,,
2016-05-14,458.109985,,
2016-05-21,439.619995,,
2016-05-28,516.049988,,
2016-05-30,528.919983,,3.5674
2016-06-04,574.909973,,
2016-06-11,666.549988,,
2016-06-18,761.039978,,
2016-06-25,625.409973,,
2016-07-02,661.640015,,
2016-07-04,663.669983,,3.2885
2016-07-09,647.109985,,
2016-07-16,676.330017,,
2016-07-23,659.289978,,
2016-07-30,621.869995,,
2016-08-06,590.849976,,
2016-08-13,569.059998,,
2016-08-20,580.659973,,
2016-08-27,574.97998,,
2016-09-03,609.549988,,
2016-09-05,610.440002,,3.2672
2016-09-10,605.609985,,
2016-09-17,610.700012,,
2016-09-24,601.48999,,
2016-10-01,610.690002,,
2016-10-08,615.77002,,
2016-10-10,640.450012,,3.2027
2016-10-15,640.119995,,
2016-10-22,653.030029,,
2016-10-29,697.27002,,
2016-11-05,702.109985,,
2016-11-11,714.969971,,3.3956
2016-11-12,704.27002,,
2016-11-19,747.890015,,
2016-11-24,735.309998,,3.4311
2016-11-26,734.140015,,
2016-12-03,764.23999,,
2016-12-10,774.0,,
2016-12-17,787.169983,,
2016-12-24,891.070007,,
2016-12-26,898.380005,,3.2695
2016-12-31,963.380005,,
2017-01-02,1017.049988,,3.2532
2017-01-07,888.869995,,
2017-01-14,819.630005,,
2017-01-16,827.340027,,3.1868
2017-01-21,919.840027,,
2017-01-28,918.51001,,
2017-02-04,1031.849976,,
2017-02-11,1008.320007,,
2017-02-18,1052.280029,,
2017-02-20,1077.560059,,3.0955
2017-02-25,1149.050049,,
2017-03-04,1264.319946,,
2017-03-11,1179.219971,,
2017-03-18,971.380005,,
2017-03-25,966.299988,,
2017-04-01,1097.400024,,
2017-04-08,1204.339966,,
2017-04-14,1176.98999,,
2017-04-15,1176.800049,,
2017-04-22,1249.140015,,
2017-04-29,1351.910034,,
2017-05-06,1554.449951,,
2017-05-13,1772.550049,,
2017-05-20,2044.189941,,
2017-05-27,2189.02002,,
2017-05-29,2192.550049,,3.2554
2017-06-03,2524.060059,,
2017-06-10,2973.449951,,
2017-06-17,2539.560059,,
2017-06-24,2541.620117,,
2017-07-01,2536.459961,,
2017-07-04,2627.860107,,3.3092
2017-07-08,2511.429932,,
2017-07-15,1914.089966,,
2017-07-22,2756.610107,,
2017-07-29,2766.48999,,
2017-08-05,3232.030029,,
2017-08-12,4062.600098,,
2017-08-19,4066.600098,,
2017-08-26,4345.75,,
2017-09-02,4612.919922,,
2017-09-04,4409.080078,,3.1394
2017-09-09,4245.890137,,
2017-09-16,3689.610107,,
2017-09-23,3667.52002,,
2017-09-30,4403.089844,,
2017-10-07,4611.700195,,
2017-10-14,5688.140137,,
2017-10-21,5982.859863,,
2017-10-28,6147.52002,,
2017-11-04,7363.799805,,
2017-11-11,6339.859863,,
2017-11-18,7780.910156,,
2017-11-23,8013.410156,,3.2229
2017-11-25,8754.69043,,
2017-12-02,10912.730469,,
2017-12-09,14843.419922,,
2017-12-16,19345.490234,,
2017-12-23,14396.459961,,
2017-12-25,13833.490234,,3.338
2017-12-30,12531.519531,,
2018-01-01,13190.849609,,3.3075
